kingdom	phylum	class	order	family	genus
OTU_32345	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_32348	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_32355	k__Bacteria					
OTU_32368	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32377	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales		
OTU_32378	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_32380	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales		
OTU_32382	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_32386	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_32387	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_32402	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_32403	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_32406	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_32409	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	
OTU_32410	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32427	k__Bacteria					
OTU_32430	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_32436	k__Bacteria					
OTU_32459	k__Bacteria					
OTU_32469	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_32476	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_32494	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_32495	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_32516	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_32530	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_32554	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_32562	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_32563	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_32572	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_32579	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Brevibacteriaceae	
OTU_32581	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_32592	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_32597	k__Bacteria					
OTU_32616	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_32623	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_32624	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_32635	k__Bacteria					
OTU_32639	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32640	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32673	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_32683	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Incertae Sedis XIII	
OTU_32694	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_32703	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32721	k__Bacteria					
OTU_32726	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32730	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_32731	k__Bacteria					
OTU_32749	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_32750	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_32756	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32758	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_32759	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32769	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales		
OTU_32774	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32775	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_32794	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_32802	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_32806	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_32809	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_32827	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_32832	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_32843	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_32845	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_32850	k__Bacteria					
OTU_32861	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	
OTU_32905	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32908	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_32912	k__Bacteria	p__Firmicutes				
OTU_32915	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_32922	k__Bacteria					
OTU_32957	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_32960	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_32977	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	
OTU_32979	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_32987	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_32994	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_32996	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Incertae Sedis XIII	
OTU_33004	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_33006	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33007	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33012	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_33022	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_33050	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_33052	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_33057	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_33058	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_33074	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_33080	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Incertae Sedis XIII	
OTU_33092	k__Bacteria	p__Firmicutes				
OTU_33110	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_33115	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_33128	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_33146	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_33148	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33149	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_33161	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	
OTU_33162	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33197	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_33210	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_33215	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33217	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_33218	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_33251	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	
OTU_33260	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_33271	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_33272	k__Bacteria	p__Proteobacteria				
OTU_33277	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33278	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33303	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_33310	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_33312	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_33331	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33338	k__Bacteria					
OTU_33339	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_33349	k__Bacteria					
OTU_33350	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_33351	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_33361	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_33365	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_33374	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33379	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_33381	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	
OTU_33391	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33392	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_33396	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales		
OTU_33404	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales		
OTU_33411	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33414	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	
OTU_33418	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33420	k__Bacteria					
OTU_33427	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_33437	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	
OTU_33444	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_33458	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_33473	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_33480	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_33490	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33491	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33492	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33496	k__Bacteria					
OTU_33511	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33554	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_33556	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_33561	k__Bacteria					
OTU_33578	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33595	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33596	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33608	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_33622	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_33632	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_33635	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_33636	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_33642	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_33651	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33656	k__Bacteria	p__Firmicutes				
OTU_33666	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_33682	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_33686	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_33693	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_33696	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33705	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33710	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_33715	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33719	k__Bacteria	p__Proteobacteria				
OTU_33721	k__Bacteria	p__Fibrobacteres	c__Fibrobacteria	o__Fibrobacterales	f__Fibrobacteraceae	
OTU_33723	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_33756	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_33779	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_33787	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33803	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33811	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33844	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33857	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_33858	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33871	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales		
OTU_33879	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_33881	k__Bacteria	p__Bacteroidetes	c__Bacteroidia			
OTU_33882	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33886	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_33889	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_33900	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_33902	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_33910	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_33919	k__Bacteria	p__Firmicutes				
OTU_33926	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_33932	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_33938	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	
OTU_33969	k__Bacteria					
OTU_33971	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_33981	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_33992	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34001	k__Bacteria					
OTU_34002	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_34016	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales		
OTU_34027	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales		
OTU_34033	k__Bacteria					
OTU_34048	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_34055	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34061	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_34074	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_34075	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_34076	k__Bacteria					
OTU_34079	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_34082	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_34087	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_34090	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34101	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34102	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_34105	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales		
OTU_34110	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	
OTU_34119	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_34144	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34145	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_34151	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_34152	k__Bacteria					
OTU_34166	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_34169	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34176	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34181	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34185	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_34192	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34202	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_34208	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	
OTU_34216	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_34225	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_34238	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_34257	k__Bacteria	p__Firmicutes				
OTU_34260	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_34266	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales		
OTU_34276	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_34282	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34287	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34295	k__Bacteria	p__Planctomycetes	c__Planctomycetia	o__Planctomycetales		
OTU_34302	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales		
OTU_34305	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_34316	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34318	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_34320	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_34322	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_34328	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34332	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_34333	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_34336	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34341	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34356	k__Bacteria					
OTU_34357	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	
OTU_34363	k__Bacteria	p__Firmicutes	c__Bacilli			
OTU_34402	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_34423	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34425	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	
OTU_34433	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_34449	k__Bacteria					
OTU_34450	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_34456	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales		
OTU_34472	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
OTU_34473	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales		
OTU_34474	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_34477	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34479	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34485	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_34489	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_34498	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_34511	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae 1	
OTU_34517	k__Bacteria					
OTU_34538	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34540	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	
OTU_34553	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_34563	k__Bacteria					
OTU_34574	k__Bacteria					
OTU_34589	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	
OTU_34591	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Anaeroplasmatales	f__Anaeroplasmataceae	
OTU_34597	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	
OTU_34598	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
OTU_34600	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34603	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	
OTU_34604	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_34620	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_34640	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	
OTU_34642	k__Bacteria	p__Actinobacteria	c__Actinobacteria			
OTU_34644	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_34649	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_34659	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_34670	Unassigned					
OTU_34672	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	
OTU_34677	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34679	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	
OTU_34682	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_34691	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales		
OTU_34707	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	
OTU_34715	k__Bacteria	p__Firmicutes	c__Clostridia			
OTU_34724	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34733	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales		
OTU_34735	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Propionibacteriaceae	
OTU_34737	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34742	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34754	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	
OTU_34758	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	
OTU_34768	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales		
OTU_34777	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	
OTU_34789	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_Incertae Sedis XIII	
OTU_34794	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	
OTU_34802	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	
